items,support,ordered_statistics,label,label_encode
"['lắp_ráp', 'grand']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'lắp_ráp'}), items_add=frozenset({'grand'}), confidence=0.21212121212121213, lift=10.676767676767676)]","Ô tô, xe máy",38
"['grand', 'mới']",0.01821192053,"[OrderedStatistic(items_base=frozenset({'grand'}), items_add=frozenset({'mới'}), confidence=0.9166666666666666, lift=3.4176954732510287)]","Ô tô, xe máy",38
"['grand', 'ngồi']",0.01655629139,"[OrderedStatistic(items_base=frozenset({'grand'}), items_add=frozenset({'ngồi'}), confidence=0.8333333333333334, lift=6.62280701754386)]","Ô tô, xe máy",38
"['grand', 'sedan']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'grand'}), items_add=frozenset({'sedan'}), confidence=0.3611111111111111, lift=46.738095238095234), OrderedStatistic(items_base=frozenset({'sedan'}), items_add=frozenset({'grand'}), confidence=0.9285714285714285, lift=46.738095238095234)]","Ô tô, xe máy",38
"['tươi', 'grand']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'grand'}), items_add=frozenset({'tươi'}), confidence=0.3055555555555555, lift=29.14035087719298), OrderedStatistic(items_base=frozenset({'tươi'}), items_add=frozenset({'grand'}), confidence=0.5789473684210527, lift=29.140350877192983)]","Ô tô, xe máy",38
"['tại', 'grand']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'grand'}), items_add=frozenset({'tại'}), confidence=0.25, lift=7.306451612903226)]","Ô tô, xe máy",38
"['ô_tô_con', 'grand']",0.015452538630000002,"[OrderedStatistic(items_base=frozenset({'grand'}), items_add=frozenset({'ô_tô_con'}), confidence=0.7777777777777778, lift=5.971751412429379)]","Ô tô, xe máy",38
"['grand', 'đỏ']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'grand'}), items_add=frozenset({'đỏ'}), confidence=0.3055555555555555, lift=4.613888888888888)]","Ô tô, xe máy",38
"['grande', 'nozza']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'grande'}), items_add=frozenset({'nozza'}), confidence=0.8888888888888888, lift=146.4242424242424), OrderedStatistic(items_base=frozenset({'nozza'}), items_add=frozenset({'grande'}), confidence=0.7272727272727273, lift=146.4242424242424)]","Ô tô, xe máy",38
"['grande', 'xe_máy']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'grande'}), items_add=frozenset({'xe_máy'}), confidence=0.7777777777777778, lift=4.363261093911249)]","Ô tô, xe máy",38
"['grande', 'yamaha']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'grande'}), items_add=frozenset({'yamaha'}), confidence=0.7777777777777778, lift=13.68284789644013)]","Ô tô, xe máy",38
"['gắn', 'số']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'gắn'}), items_add=frozenset({'số'}), confidence=1.0, lift=3.4646271510516256)]","Ô tô, xe máy",38
"['gắn_máy', 'hai']",0.015452538630000002,"[OrderedStatistic(items_base=frozenset({'gắn_máy'}), items_add=frozenset({'hai'}), confidence=0.6666666666666667, lift=13.57303370786517), OrderedStatistic(items_base=frozenset({'hai'}), items_add=frozenset({'gắn_máy'}), confidence=0.3146067415730337, lift=13.573033707865168)]","Ô tô, xe máy",38
"['mô_tô', 'hai']",0.03035320088,"[OrderedStatistic(items_base=frozenset({'hai'}), items_add=frozenset({'mô_tô'}), confidence=0.6179775280898876, lift=7.88574141478082), OrderedStatistic(items_base=frozenset({'mô_tô'}), items_add=frozenset({'hai'}), confidence=0.3873239436619718, lift=7.885741414780819)]","Ô tô, xe máy",38
"['hiệu', 'hgs']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'hgs'}), items_add=frozenset({'hiệu'}), confidence=0.9411764705882354, lift=4.750450598066525)]","Ô tô, xe máy",38
"['hyundai', 'hgs']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'hgs'}), items_add=frozenset({'hyundai'}), confidence=0.9411764705882354, lift=8.442632498543972)]","Ô tô, xe máy",38
"['lắp_ráp', 'hgs']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'hgs'}), items_add=frozenset({'lắp_ráp'}), confidence=0.35294117647058826, lift=19.37967914438503)]","Ô tô, xe máy",38
"['mới', 'hgs']",0.009381898455,"[OrderedStatistic(items_base=frozenset({'hgs'}), items_add=frozenset({'mới'}), confidence=1.0, lift=3.728395061728395)]","Ô tô, xe máy",38
"['hgs', 'ngồi']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'hgs'}), items_add=frozenset({'ngồi'}), confidence=0.9411764705882354, lift=7.479876160990712)]","Ô tô, xe máy",38
"['hgs', 'sản_xuất']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'hgs'}), items_add=frozenset({'sản_xuất'}), confidence=0.411764705882353, lift=4.099547511312218)]","Ô tô, xe máy",38
"['tại', 'hgs']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'hgs'}), items_add=frozenset({'tại'}), confidence=0.411764705882353, lift=12.034155597722961)]","Ô tô, xe máy",38
"['ô_tô_con', 'hgs']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'hgs'}), items_add=frozenset({'ô_tô_con'}), confidence=0.823529411764706, lift=6.3230309072781665)]","Ô tô, xe máy",38
"['khung', 'hino']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'hino'}), items_add=frozenset({'khung'}), confidence=0.8181818181818182, lift=3.6515897895208242)]","Ô tô, xe máy",38
"['loại', 'hino']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'hino'}), items_add=frozenset({'loại'}), confidence=0.6363636363636365, lift=4.764838467317808)]","Ô tô, xe máy",38
"['máy', 'hino']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'hino'}), items_add=frozenset({'máy'}), confidence=0.8181818181818182, lift=4.084147257700977)]","Ô tô, xe máy",38
"['trắng', 'hino']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'hino'}), items_add=frozenset({'trắng'}), confidence=0.5454545454545455, lift=4.51307596513076)]","Ô tô, xe máy",38
"['tải', 'hino']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'hino'}), items_add=frozenset({'tải'}), confidence=0.5454545454545455, lift=5.647792207792209)]","Ô tô, xe máy",38
"['ô_tô', 'hino']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'hino'}), items_add=frozenset({'ô_tô'}), confidence=0.8181818181818182, lift=4.347640629165556)]","Ô tô, xe máy",38
"['hiệu', 'hyundai']",0.08885209713,"[OrderedStatistic(items_base=frozenset({'hiệu'}), items_add=frozenset({'hyundai'}), confidence=0.4484679665738161, lift=4.022890868474033), OrderedStatistic(items_base=frozenset({'hyundai'}), items_add=frozenset({'hiệu'}), confidence=0.797029702970297, lift=4.022890868474033)]","Ô tô, xe máy",38
"['hiệu', 'kona']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'kona'}), items_add=frozenset({'hiệu'}), confidence=0.7857142857142856, lift=3.9657779546358927)]","Ô tô, xe máy",38
"['hiệu', 'lắp_ráp']",0.015452538630000002,"[OrderedStatistic(items_base=frozenset({'lắp_ráp'}), items_add=frozenset({'hiệu'}), confidence=0.8484848484848485, lift=4.282603190681185)]","Ô tô, xe máy",38
"['hiệu', 'mitsubishi']",0.022626931569999998,"[OrderedStatistic(items_base=frozenset({'mitsubishi'}), items_add=frozenset({'hiệu'}), confidence=0.7192982456140351, lift=3.630552704881982)]","Ô tô, xe máy",38
"['hiệu', 'pre']",0.01269315673,"[OrderedStatistic(items_base=frozenset({'pre'}), items_add=frozenset({'hiệu'}), confidence=0.8846153846153846, lift=4.464966788086564)]","Ô tô, xe máy",38
"['hiệu', 'santafe']",0.01655629139,"[OrderedStatistic(items_base=frozenset({'santafe'}), items_add=frozenset({'hiệu'}), confidence=0.9375000000000001, lift=4.731894150417827)]","Ô tô, xe máy",38
"['hiệu', 'sedan']",0.0066225165560000005,"[OrderedStatistic(items_base=frozenset({'sedan'}), items_add=frozenset({'hiệu'}), confidence=0.8571428571428571, lift=4.326303223239156)]","Ô tô, xe máy",38
"['hiệu', 'solati']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'solati'}), items_add=frozenset({'hiệu'}), confidence=0.875, lift=4.416434540389972)]","Ô tô, xe máy",38
"['hiệu', 'sàn']",0.014348785869999998,"[OrderedStatistic(items_base=frozenset({'sàn'}), items_add=frozenset({'hiệu'}), confidence=0.9285714285714285, lift=4.686828491842419)]","Ô tô, xe máy",38
"['hiệu', 'tappy']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'tappy'}), items_add=frozenset({'hiệu'}), confidence=1.0, lift=5.047353760445682)]","Ô tô, xe máy",38
"['hiệu', 'tci']",0.010485651209999999,"[OrderedStatistic(items_base=frozenset({'tci'}), items_add=frozenset({'hiệu'}), confidence=0.9047619047619048, lift=4.566653402307998)]","Ô tô, xe máy",38
"['hiệu', 'triton']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'triton'}), items_add=frozenset({'hiệu'}), confidence=0.875, lift=4.416434540389972)]","Ô tô, xe máy",38
"['hiệu', 'tucson']",0.010485651209999999,"[OrderedStatistic(items_base=frozenset({'tucson'}), items_add=frozenset({'hiệu'}), confidence=0.9047619047619048, lift=4.566653402307998)]","Ô tô, xe máy",38
"['hiệu', 'xpander']",0.008278145695,"[OrderedStatistic(items_base=frozenset({'xpander'}), items_add=frozenset({'hiệu'}), confidence=1.0, lift=5.047353760445682)]","Ô tô, xe máy",38
"['hiệu', 'xăng']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'xăng'}), items_add=frozenset({'hiệu'}), confidence=0.7999999999999999, lift=4.037883008356546)]","Ô tô, xe máy",38
"['hiệu', 'ô_tô_con']",0.09933774833999999,"[OrderedStatistic(items_base=frozenset({'hiệu'}), items_add=frozenset({'ô_tô_con'}), confidence=0.5013927576601671, lift=3.8496765969500966), OrderedStatistic(items_base=frozenset({'ô_tô_con'}), items_add=frozenset({'hiệu'}), confidence=0.7627118644067796, lift=3.8496765969500966)]","Ô tô, xe máy",38
"['honda', 'khóa']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'khóa'}), items_add=frozenset({'honda'}), confidence=0.6875, lift=3.0608108108108105)]","Ô tô, xe máy",38
"['honda', 'lead']",0.010485651209999999,"[OrderedStatistic(items_base=frozenset({'lead'}), items_add=frozenset({'honda'}), confidence=0.9047619047619048, lift=4.028080028080028)]","Ô tô, xe máy",38
"['honda', 'mode']",0.017660044150000002,"[OrderedStatistic(items_base=frozenset({'mode'}), items_add=frozenset({'honda'}), confidence=0.9411764705882354, lift=4.190200896083249)]","Ô tô, xe máy",38
"['honda', 'móc']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'móc'}), items_add=frozenset({'honda'}), confidence=0.7333333333333333, lift=3.2648648648648644)]","Ô tô, xe máy",38
"['honda', 'nón']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'nón'}), items_add=frozenset({'honda'}), confidence=0.7333333333333333, lift=3.2648648648648644)]","Ô tô, xe máy",38
"['honda', 'phiếu']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'phiếu'}), items_add=frozenset({'honda'}), confidence=0.7333333333333333, lift=3.2648648648648644)]","Ô tô, xe máy",38
"['honda', 'quà']",0.0066225165560000005,"[OrderedStatistic(items_base=frozenset({'quà'}), items_add=frozenset({'honda'}), confidence=0.7058823529411765, lift=3.142650672062437)]","Ô tô, xe máy",38
"['honda', 'rsx']",0.01269315673,"[OrderedStatistic(items_base=frozenset({'rsx'}), items_add=frozenset({'honda'}), confidence=1.0, lift=4.452088452088452)]","Ô tô, xe máy",38
"['honda', 'sonic']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'sonic'}), items_add=frozenset({'honda'}), confidence=1.0, lift=4.452088452088452)]","Ô tô, xe máy",38
"['honda', 'sản_phẩm']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'sản_phẩm'}), items_add=frozenset({'honda'}), confidence=1.0, lift=4.452088452088452)]","Ô tô, xe máy",38
"['honda', 'thay']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'thay'}), items_add=frozenset({'honda'}), confidence=0.7333333333333333, lift=3.2648648648648644)]","Ô tô, xe máy",38
"['honda', 'trắng_đen']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'trắng_đen'}), items_add=frozenset({'honda'}), confidence=0.7777777777777778, lift=3.4627354627354627)]","Ô tô, xe máy",38
"['honda', 'tặng']",0.02373068433,"[OrderedStatistic(items_base=frozenset({'tặng'}), items_add=frozenset({'honda'}), confidence=0.8113207547169812, lift=3.6120717630151593)]","Ô tô, xe máy",38
"['honda', 'v']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'v'}), items_add=frozenset({'honda'}), confidence=1.0, lift=4.452088452088452)]","Ô tô, xe máy",38
"['honda', 'vario']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'vario'}), items_add=frozenset({'honda'}), confidence=0.75, lift=3.339066339066339)]","Ô tô, xe máy",38
"['honda', 'vision']",0.023178807949999998,"[OrderedStatistic(items_base=frozenset({'vision'}), items_add=frozenset({'honda'}), confidence=0.9130434782608695, lift=4.064950325819891)]","Ô tô, xe máy",38
"['wave', 'honda']",0.02924944812,"[OrderedStatistic(items_base=frozenset({'wave'}), items_add=frozenset({'honda'}), confidence=0.8833333333333333, lift=3.9326781326781326)]","Ô tô, xe máy",38
"['honda', 'winner']",0.0066225165560000005,"[OrderedStatistic(items_base=frozenset({'winner'}), items_add=frozenset({'honda'}), confidence=0.923076923076923, lift=4.109620109620109)]","Ô tô, xe máy",38
"['honda', 'winnerx']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'winnerx'}), items_add=frozenset({'honda'}), confidence=0.9333333333333333, lift=4.155282555282555)]","Ô tô, xe máy",38
"['honda', 'áo_mưa']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'áo_mưa'}), items_add=frozenset({'honda'}), confidence=0.75, lift=3.339066339066339)]","Ô tô, xe máy",38
"['hyundai', 'khuyến_mãi']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'khuyến_mãi'}), items_add=frozenset({'hyundai'}), confidence=0.9090909090909092, lift=8.154815481548155)]","Ô tô, xe máy",38
"['hyundai', 'khách']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'khách'}), items_add=frozenset({'hyundai'}), confidence=0.5263157894736843, lift=4.721208963001564)]","Ô tô, xe máy",38
"['khăn', 'hyundai']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'khăn'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['kona', 'hyundai']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'kona'}), items_add=frozenset({'hyundai'}), confidence=0.7857142857142856, lift=7.048090523338047)]","Ô tô, xe máy",38
"['lau', 'hyundai']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'lau'}), items_add=frozenset({'hyundai'}), confidence=0.9090909090909092, lift=8.154815481548155)]","Ô tô, xe máy",38
"['hyundai', 'linh_kiện']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'linh_kiện'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['hyundai', 'lót']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'lót'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['lắp_ráp', 'hyundai']",0.015452538630000002,"[OrderedStatistic(items_base=frozenset({'lắp_ráp'}), items_add=frozenset({'hyundai'}), confidence=0.8484848484848485, lift=7.611161116111611)]","Ô tô, xe máy",38
"['mighty', 'hyundai']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'mighty'}), items_add=frozenset({'hyundai'}), confidence=0.823529411764706, lift=7.387303436225976)]","Ô tô, xe máy",38
"['hyundai', 'mới']",0.09381898455,"[OrderedStatistic(items_base=frozenset({'hyundai'}), items_add=frozenset({'mới'}), confidence=0.8415841584158416, lift=3.137758220266471), OrderedStatistic(items_base=frozenset({'mới'}), items_add=frozenset({'hyundai'}), confidence=0.3497942386831276, lift=3.137758220266471)]","Ô tô, xe máy",38
"['nam', 'hyundai']",0.012141280349999999,"[OrderedStatistic(items_base=frozenset({'nam'}), items_add=frozenset({'hyundai'}), confidence=0.5116279069767442, lift=4.589454294266636)]","Ô tô, xe máy",38
"['hyundai', 'new']",0.014348785869999998,"[OrderedStatistic(items_base=frozenset({'new'}), items_add=frozenset({'hyundai'}), confidence=0.8965517241379312, lift=8.04233526800956)]","Ô tô, xe máy",38
"['hyundai', 'ngồi']",0.0678807947,"[OrderedStatistic(items_base=frozenset({'hyundai'}), items_add=frozenset({'ngồi'}), confidence=0.6089108910891089, lift=4.839239187076602), OrderedStatistic(items_base=frozenset({'ngồi'}), items_add=frozenset({'hyundai'}), confidence=0.5394736842105263, lift=4.839239187076602)]","Ô tô, xe máy",38
"['nước_hoa', 'hyundai']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'nước_hoa'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['hyundai', 'porter']",0.009933774834,"[OrderedStatistic(items_base=frozenset({'porter'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['hyundai', 'pre']",0.012141280349999999,"[OrderedStatistic(items_base=frozenset({'pre'}), items_add=frozenset({'hyundai'}), confidence=0.8461538461538461, lift=7.5902513328255905)]","Ô tô, xe máy",38
"['hyundai', 'santafe']",0.01655629139,"[OrderedStatistic(items_base=frozenset({'santafe'}), items_add=frozenset({'hyundai'}), confidence=0.9375000000000001, lift=8.409653465346535)]","Ô tô, xe máy",38
"['hyundai', 'sedan']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'sedan'}), items_add=frozenset({'hyundai'}), confidence=0.9285714285714285, lift=8.329561527581328)]","Ô tô, xe máy",38
"['hyundai', 'solati']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'solati'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['hyundai', 'sàn']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'sàn'}), items_add=frozenset({'hyundai'}), confidence=0.35714285714285715, lift=3.2036775106082036)]","Ô tô, xe máy",38
"['hyundai', 'sản_xuất']",0.04139072848,"[OrderedStatistic(items_base=frozenset({'hyundai'}), items_add=frozenset({'sản_xuất'}), confidence=0.37128712871287134, lift=3.696550973778697), OrderedStatistic(items_base=frozenset({'sản_xuất'}), items_add=frozenset({'hyundai'}), confidence=0.4120879120879121, lift=3.696550973778697)]","Ô tô, xe máy",38
"['tappy', 'hyundai']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'tappy'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['hyundai', 'tay_lái']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'tay_lái'}), items_add=frozenset({'hyundai'}), confidence=0.38461538461538464, lift=3.4501142421934503)]","Ô tô, xe máy",38
"['hyundai', 'tci']",0.01103752759,"[OrderedStatistic(items_base=frozenset({'tci'}), items_add=frozenset({'hyundai'}), confidence=0.9523809523809524, lift=8.543140028288544)]","Ô tô, xe máy",38
"['thuận', 'hyundai']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'thuận'}), items_add=frozenset({'hyundai'}), confidence=0.38461538461538464, lift=3.4501142421934503)]","Ô tô, xe máy",38
"['trùm', 'hyundai']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'trùm'}), items_add=frozenset({'hyundai'}), confidence=0.4761904761904762, lift=4.271570014144272)]","Ô tô, xe máy",38
"['tucson', 'hyundai']",0.010485651209999999,"[OrderedStatistic(items_base=frozenset({'tucson'}), items_add=frozenset({'hyundai'}), confidence=0.9047619047619048, lift=8.115983026874115)]","Ô tô, xe máy",38
"['tươi', 'hyundai']",0.010485651209999999,"[OrderedStatistic(items_base=frozenset({'tươi'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['tại', 'hyundai']",0.022075055189999998,"[OrderedStatistic(items_base=frozenset({'tại'}), items_add=frozenset({'hyundai'}), confidence=0.6451612903225806, lift=5.7872884062599805)]","Ô tô, xe máy",38
"['hyundai', 'việt']",0.012141280349999999,"[OrderedStatistic(items_base=frozenset({'việt'}), items_add=frozenset({'hyundai'}), confidence=0.5238095238095238, lift=4.698727015558699)]","Ô tô, xe máy",38
"['hyundai', 'việt_nam']",0.009933774834,"[OrderedStatistic(items_base=frozenset({'việt_nam'}), items_add=frozenset({'hyundai'}), confidence=0.6428571428571428, lift=5.766619519094766)]","Ô tô, xe máy",38
"['hyundai', 'vàng']",0.01158940397,"[OrderedStatistic(items_base=frozenset({'vàng'}), items_add=frozenset({'hyundai'}), confidence=0.40384615384615385, lift=3.6226199543031226)]","Ô tô, xe máy",38
"['hyundai', 'áo']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'áo'}), items_add=frozenset({'hyundai'}), confidence=0.4761904761904762, lift=4.271570014144272)]","Ô tô, xe máy",38
"['ô_tô_con', 'hyundai']",0.06622516556,"[OrderedStatistic(items_base=frozenset({'hyundai'}), items_add=frozenset({'ô_tô_con'}), confidence=0.5940594059405941, lift=4.561167981204901), OrderedStatistic(items_base=frozenset({'ô_tô_con'}), items_add=frozenset({'hyundai'}), confidence=0.5084745762711865, lift=4.561167981204901)]","Ô tô, xe máy",38
"['innova', 'toyota']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'innova'}), items_add=frozenset({'toyota'}), confidence=0.7777777777777778, lift=17.839662447257385)]","Ô tô, xe máy",38
"['isuzu', 'theo']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'isuzu'}), items_add=frozenset({'theo'}), confidence=0.2608695652173913, lift=8.14992503748126)]","Ô tô, xe máy",38
"['isuzu', 'trắng']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'isuzu'}), items_add=frozenset({'trắng'}), confidence=0.47826086956521735, lift=3.957117331745086)]","Ô tô, xe máy",38
"['isuzu', 'tải']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'isuzu'}), items_add=frozenset({'tải'}), confidence=0.34782608695652173, lift=3.6014906832298137)]","Ô tô, xe máy",38
"['janus', 'xe_máy']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'janus'}), items_add=frozenset({'xe_máy'}), confidence=0.6666666666666666, lift=3.739938080495356)]","Ô tô, xe máy",38
"['yamaha', 'janus']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'janus'}), items_add=frozenset({'yamaha'}), confidence=0.6666666666666666, lift=11.728155339805825)]","Ô tô, xe máy",38
"['xe_đạp', 'jett']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'jett'}), items_add=frozenset({'xe_đạp'}), confidence=1.0, lift=26.647058823529413)]","Ô tô, xe máy",38
"['khung', 'mooc']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'mooc'}), items_add=frozenset({'khung'}), confidence=0.8461538461538461, lift=3.7764304660856385)]","Ô tô, xe máy",38
"['khung', 'màu_sắc']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'màu_sắc'}), items_add=frozenset({'khung'}), confidence=0.8125, lift=3.626231527093596)]","Ô tô, xe máy",38
"['máy', 'khung']",0.1865342163,"[OrderedStatistic(items_base=frozenset({'khung'}), items_add=frozenset({'máy'}), confidence=0.8325123152709359, lift=4.155681309286325), OrderedStatistic(items_base=frozenset({'máy'}), items_add=frozenset({'khung'}), confidence=0.9311294765840221, lift=4.155681309286325)]","Ô tô, xe máy",38
"['khung', 'thaco']",0.008278145695,"[OrderedStatistic(items_base=frozenset({'thaco'}), items_add=frozenset({'khung'}), confidence=0.7894736842105264, lift=3.523463831993778)]","Ô tô, xe máy",38
"['khung', 'vios']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'vios'}), items_add=frozenset({'khung'}), confidence=0.7999999999999999, lift=3.570443349753694)]","Ô tô, xe máy",38
"['ô_tô_con', 'khuyến_mãi']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'khuyến_mãi'}), items_add=frozenset({'ô_tô_con'}), confidence=0.9090909090909092, lift=6.979969183359015)]","Ô tô, xe máy",38
"['solati', 'khách']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'khách'}), items_add=frozenset({'solati'}), confidence=0.4210526315789474, lift=95.36842105263159), OrderedStatistic(items_base=frozenset({'solati'}), items_add=frozenset({'khách'}), confidence=1.0, lift=95.36842105263158)]","Ô tô, xe máy",38
"['ô_tô', 'khách']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'khách'}), items_add=frozenset({'ô_tô'}), confidence=0.8421052631578948, lift=4.4747646241703976)]","Ô tô, xe máy",38
"['khăn', 'ô_tô_con']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'khăn'}), items_add=frozenset({'ô_tô_con'}), confidence=0.9, lift=6.910169491525424)]","Ô tô, xe máy",38
"['kia', 'loại']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'kia'}), items_add=frozenset({'loại'}), confidence=0.5, lift=3.743801652892562)]","Ô tô, xe máy",38
"['kia', 'morning']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'kia'}), items_add=frozenset({'morning'}), confidence=0.23076923076923075, lift=69.6923076923077), OrderedStatistic(items_base=frozenset({'morning'}), items_add=frozenset({'kia'}), confidence=1.0, lift=69.6923076923077)]","Ô tô, xe máy",38
"['kia', 'thanh_lý']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'kia'}), items_add=frozenset({'thanh_lý'}), confidence=0.2692307692307692, lift=5.081730769230769)]","Ô tô, xe máy",38
"['kia', 'ô_tô_con']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'kia'}), items_add=frozenset({'ô_tô_con'}), confidence=0.4230769230769231, lift=3.2483702737940026)]","Ô tô, xe máy",38
"['kiểm_soát', 'toyota']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'kiểm_soát'}), items_add=frozenset({'toyota'}), confidence=0.22222222222222224, lift=5.09704641350211)]","Ô tô, xe máy",38
"['model', 'komatsu']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'komatsu'}), items_add=frozenset({'model'}), confidence=0.875, lift=26.872881355932204)]","Ô tô, xe máy",38
"['nâng', 'komatsu']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'komatsu'}), items_add=frozenset({'nâng'}), confidence=0.75, lift=13.067307692307692)]","Ô tô, xe máy",38
"['kona', 'ngồi']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'kona'}), items_add=frozenset({'ngồi'}), confidence=0.5, lift=3.9736842105263155)]","Ô tô, xe máy",38
"['ô_tô_con', 'kona']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'kona'}), items_add=frozenset({'ô_tô_con'}), confidence=0.7142857142857143, lift=5.4842615012106535)]","Ô tô, xe máy",38
"['kín', 'tải']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'kín'}), items_add=frozenset({'tải'}), confidence=0.7647058823529412, lift=7.917983193277312)]","Ô tô, xe máy",38
"['ô_tô', 'kín']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'kín'}), items_add=frozenset({'ô_tô'}), confidence=0.6470588235294118, lift=3.438330170777989)]","Ô tô, xe máy",38
"['lau', 'ô_tô_con']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'lau'}), items_add=frozenset({'ô_tô_con'}), confidence=0.8181818181818182, lift=6.281972265023113)]","Ô tô, xe máy",38
